-0.26365447	-0.20496210	0.94261396
-0.26473784	-0.20144942	0.93677092
-0.26246700	-0.20544620	0.94046688
-0.26440680	-0.20294507	0.94022197
-0.26353851	-0.20300536	0.94198084
-0.18013451	0.32755813	0.93149573
-0.17920162	0.33132845	0.92405391
-0.17749669	0.32481727	0.92950720
-0.18189593	0.32858190	0.92805219
-0.17937493	0.32843974	0.92732388
-0.22785032	-0.29701573	-0.92800671
-0.22582434	-0.30232865	-0.91862053
-0.23036779	-0.29632437	-0.92589200
-0.22627319	-0.30058345	-0.92137867
-0.22811586	-0.29897895	-0.92079353
0.21978201	-0.32156256	-0.91820782
0.21947080	-0.31726339	-0.92750710
0.22120623	-0.32270241	-0.92198938
0.21922544	-0.32052228	-0.92150557
0.21940470	-0.31888416	-0.92257023
0.23986161	0.91024774	0.37241268
0.23675933	0.91483927	0.37073320
0.24030359	0.91180283	0.37277666
0.23819104	0.91417420	0.37718299
0.23814869	0.91667980	0.37057763
-0.27096704	0.91546679	0.22972815
-0.27312323	0.91768450	0.23065871
-0.27208918	0.91797787	0.23207587
-0.27198562	0.91930974	0.23360980
-0.27110583	0.92095435	0.23100653
0.37826586	-0.88278055	0.32814103
0.37757725	-0.88021588	0.32713643
0.37949660	-0.88157827	0.33260331
0.37843603	-0.87665546	0.32260984
0.38067332	-0.88417345	0.32968083
0.44973946	-0.87270188	0.11345230
0.44824496	-0.86972898	0.11157214
0.44931382	-0.87236971	0.11381303
0.44762480	-0.86964971	0.11039664
0.44952396	-0.87114948	0.07057288
-0.88530278	0.42255107	-0.22369803
-0.88577813	0.42720604	-0.23108548
-0.88311380	0.42037189	-0.22217835
-0.88636053	0.42807642	-0.23224385
-0.88237411	0.42009318	-0.22582857
-0.89817983	0.20722638	0.39018384
-0.89733130	0.20718923	0.38619789
-0.89751554	0.20561482	0.39138842
-0.89841640	0.20860580	0.38461176
-0.89637786	0.20427431	0.39258355
0.96142119	-0.17447147	-0.32106173
0.96411246	-0.17832318	-0.31711015
0.96094090	-0.17497842	-0.31768265
0.96385354	-0.17456825	-0.31940660
0.96177733	-0.17492750	-0.31799594
0.95672351	0.00089292	-0.14682895
0.95681483	-0.00048899	-0.15177701
0.95626563	-0.00275590	-0.14829217
0.95543039	-0.00111708	-0.15311448
0.95586157	-0.00336643	-0.14832570
